pol,text
negative,Red Sox in that 10th inning looked like a group of minimum wage employees who were asked to stay past the end of their shift. #ZeroEffort	
positive,i literally just sat and talked to my mom about tronnor &amp; how much troye &amp; con &amp; Shawn are role models for me and showed her wild &amp; how +	
neutral,It's 9:44pm on Tuesday and Tom Brady is still the GOAT	
neutral,don't judge if you see me in yoga pants tomorrow	
negative,The only bad thing about the #Mets streak is that David Wright may injure himself from celebrating so hard so often	
neutral,Aviles' RBI single in the 5th cuts White Sox lead to 4-1.	
neutral,Bryce Harper has reached base twice in the series.   David Wright reached base twice in the 7th inning tonight.	
negative,tomorrow i'm gonna lock myself in my room and not be on social media all day bc I don't want to see any posts about Ed Sheeran concert :(((	
positive,I really might wear my David wright jersey and carry around a broom all day tomorrow	
positive,http://t.co/7NY0wJPq5S  i agree with ice cube	
positive,@1DInsideReport Thanks for another great show Miss you tomorrow as I am going to Ed Sheeran!  Will catch up on your tl when I get home!	
positive,@NiallOfficial NIALL love me to as much as I love you ok your my everything your my Romeo and I'm your Juliet ok see you tomorrow ily  Niall	
neutral,I wish my old phone still worked bc it has videos on it from my 1st Shawn concert &amp;all u can hear is me screaming &amp; crying in the background	
negative,1st half of Hannity: rage at the supreme court for outlawing Jesus with its gay marriage decision. 2nd half: kissing Ted Olson's ass.	
positive,Frank Ocean's Aaliyah cover of at your best gets me every time ..  110 that song is gonna be my 1st dance song with the woman I marry	
positive,Listening to a gay man narrating his love life is the nicest thing I have ever done :)   C'mon people  I am in Brazil :)	
neutral,@okaycamila hi! are you interested in buying Ed Sheeran tickets for tomorrow night?	
negative,@dorisovotes @GovMikeHuckabee People may throw Christians in jail&amp; punish bodies but they can't take away the Lord. https://t.co/IbHDtlElco	
neutral,I really need someone to go see Ed Sheeran with me next Friday please	
positive,I was thinking about Niall and how he was really cute at 16 and then I remembered his 22nd birthday is in five days and I can't cope with it	
neutral,Bout to clown these Catholics and Christians on tomorrow. Blind eyes when you want em don't change things. Silence for now.	
neutral,Honestly frank ocean said July. Is he okay? What's taking so long?	
positive,Niall has the sun glasses that I wANT WTF I want tHoSEEE!!!!!! @NiallOfficial gift them to me maaaaannnn http://t.co/uxMSFpmINc	
negative,Military seizes vehicle laden with Boko Haram fuel drugs: Nigerian troops said on Tuesday it had made a numbe... http://t.co/9pCFOnF2sV	
negative,Niall's pants are always so tight he may just be that size :(	
neutral,#BlueJays score 4 in 10th beat Red Sox 5-1 http://t.co/2Yxf3oEQBJ Turn your photo into a baseball card on the iPhone: http://t.co/zW3kPirQI4	
neutral,They get players like Tom Brady and Julian Edelman in the 6th and 7th rounds. #ReasonsThePatriotsWin	
neutral,@fakeshoredrive @RiotFest #FSDGiveaway Wiley Post Malone and Ice Cube back to back to back may be the most lit thing I've ever heard of	
positive,When Tom Brady comes out to Public Service Announcement on Thursday night I am 100% going to cream my pants	
neutral,Even the toughest fighters can benefit from a bit of yoga. Here are the White Collar boxers fighting on Saturday... http://t.co/mSzXZballI	
neutral,ok i am fixing to rant about Zayn and @Harry_Styles sorry to those that get upset.  1st dont get me wrong Zayn is hot af but is this +	
negative,All around bad game for the pitchers tonight 5th one in the game &amp; the White Sox are still swinging the bats #Indians #MLB #PlayoffRace	
positive,@ian_mendes I was at the game tonight the amount of Blue Jays fans there was incredible. By the 10th it was 50/50 with Red Sox fans.	
neutral,Trayce Thompson's 2-run single pushes White Sox ahead 7-1 in the 7th. Thrown out trying to get to 2nd to end inning.	
neutral,I'm so upset that Shawn is going to be 5 hours from me tomorrow and I can't go because it's a school night	
negative,I know I'm an asshole for what I'm about to say but I truly feel this way. I HOPE TOM BRADY HAS A SEASON ENDING INURY WITHIN THE 1ST 4 GAMES	
positive,Nightttt!! Wish me luck for school tomorrow and I'll show you my Shawn and 5sos shirt when I'm back	
neutral,can someone going to the houston airport tomorrow get me a shawn video lmao :(((:	
neutral,Blue Jays score 4 in 10th; beat Red Sox: Troy Tulowitzki singled in the go-ahead run off Alexi Ogando to trigg... http://t.co/pU5zyDocmm	
positive,Sam Smith had twice the reason to celebrate on Tuesday picking up Best Solo Artist honours at the GQ Men Of The... http://t.co/OViz5YAbqr	
neutral,Gucci variety unconscious hopes august chance the couplet yours distinguished sympathy liaison headed for arti...	
negative,So hype to give a presentation in management class tomorrow about why Tom Brady can go fuck himself	
neutral,Michael Brantley launches his 13th home run of the season. In the 8th it's 7-3 White Sox. #tribemania #tribelive http://t.co/ulx3BM0nT7	
positive,@rbohlender I will hear a U2 when I pass through the pearly gates. too bad I'm not a Sunday school teacher I'd teach that	
negative,@saramarietweets I dunno. Kentucky's legislature never approved Gay Marriage 10th Amendment leaves it to the States. How's that hard?	
neutral,Zach Duke gives up a solo homer to Jose Ramirez in the 9th. White Sox lead now at 7-4.	
negative,I want to see Shawn so bad tomorrow I am so freaking depressed	
positive,WHEN I THINK OF YOU by JANET JACKSON was no.10 in the UK charts on 8 September 1986 https://t.co/tzosEVkqeg	
neutral,I don't normally share personal stuff BUT It's after 11:00pm it's the top of the 9th inning at the White Sox... http://t.co/bTggRlMwXr	
neutral,@filbypott the Red Sox just melted down in the 10th to allow the Jays to win so we thank you for your sacrifice	
negative,@LadyBleach my point was that just your fathers fear of Islam may actually stem from its similarities to Judaism	
neutral,@EBGamesAus trying to do a pick up pre order for the 20th anniversary PS4 controller but it won't let me. Is it online only now?	
neutral,This day in rock history: September 9th 1965 Bob Dylan's Like a Rolling Stone reaches #2	
neutral,Remember when 6th grade Shawn strut into the drama club's performance of Casey At The Bat to this http://t.co/uwUFe4k1nI	
positive,So what I'm focusing on is motivating Tom Brady and my team  I want them to have a great game Thursday	
neutral,Its the September 9th still no Frank Ocean album...	
neutral,Christian deserve the same 1st Amendment rights that Islam and atheists get.  We live our faith as they live their beliefs. No compulsion.	
neutral,It's September 8th and Frank Ocean still ain't released an album thought Abel bought you time? Nah.	
neutral,@ComplexMusic Frank ocean releasing his second album december 31st 2015 on new years eve. heres the interview... https://t.co/daoRrfhOyb	
negative,I do not like Kanye west. Yes I may like a few of his songs but other than that he's an idiot	
neutral,Okay I can see how you may not like lebron or Tom Brady but not Messi..this guy has nations on his back.	
neutral,This may come as a shock to you but ..  Georgia is actually John Cena #illuminaticonfirmed	
neutral,If I can snap on them two summaries tomorrow like I just did this one..I'll be Gucci	
neutral,Sorry i didnt update much for tonights show but tomorrow Shawn open for the 1989 Tour in Houston !	
neutral,It may be hard to keep up with their busy lives but Kendall and Caitlyn Jenner will always find time for each other.&amp;#160; Caitlyn shared	
negative,Unfortunately negative. Go time is the opener at Prince George 9/25. https://t.co/z0NjvFcCbs	
neutral,Oh shit I just remember the Sam smith concert is on the 30th	
positive,Finally the International break is over  Real Madrid returns this Saturday in La Liga against Espanyol at 16:00 CET!  #HalaMadrid	
positive,I may not remember where I was the day Kennedy was shot but I remember jerking off the first time I watched Katy Perry's I Kissed a Girl.	
neutral,If this is my last tweet I died in a airplane crash if not then I'll be at the Red Sox game tomorrow.	
neutral,Caitlyn Jenner sat on Ellen today &amp; was absolutely dismissive of gay marriage because she's in line with her conservative republican views	
positive,Congrats to Wayne Rooney for breaking the highest goal record for England. Super Eagles coach Sunday Oliseh... http://t.co/CNXjXpoodw	
neutral,David Wright hit a homer tonight but that's irrelevant because I will be fulfilling my David Wright taco bet at #DoLoThroDo15 THIS SATURDAY	
negative,I don't wanna see anything about shawn tomorrow BC I probably won't be able to see him but at the same time I do	
neutral,David de Gea has been told by Manchester United to forget about joining Real Madrid in January [the sun]	
negative,well it may not be 1:30am but the Red Sox lost 5-1 my little brother got carsick and most importantly it's way past my bedtime.	
neutral,Daaaaang it I have to sleep. More Naruto tomorrow.	
neutral,#Mets (C) David Wright went: 2-for-4 with two runs scored an RBI a walk and his 3rd home run of the season. http://t.co/mbyBWCR2g6 #MLB	
positive,I may regret this later in the season but I'm so happy for David Wright.	
negative,@CoreyPandolph I sat in the old Yankees' bleachers pre-2003 in Red Sox shit and I would never make anyone carry me and slow ped. traffic.	
positive,niall's voice is just TOO GOOD this 5th album will kill me	
neutral,Shawn take a picture with me tomorrow	
positive,@savesnjh I got inspiration from Niall in the 2nd outfit bc all he wears is a stripped shirt &amp; black pants ok	
positive,good stream tonight will be back with more Mad Max tomorrow.....I want a PS4 so I can play Until Dawn fackkkk  see you tomorrow!	
neutral,Check out Friday's Interview with Singer Jessica Clemmons of Jess And The Bandits and Performer and Yoga Teacher... http://t.co/HMOdsnAPkc	
neutral,@Takumi_NSRP As they eventually arrived at the ramen shop Naruto would march inside and sit down.  Ramen time~!	
negative,Nope. So-called Christians like yourself denying the equal protection of the law under the 14th Amendment. @Coralrocks50	
neutral,Tuesday Treats - All About KPop with ThisKPopGuy: http://t.co/JywE83538D via @YouTube	
neutral,The moon rising (Last Quarter) last Friday from the top of the Malahat. - Murray Sharratt Photography http://t.co/0b5eavru4q	
negative,@turdface68 @53pamela I hear what your saying but if there was peace tomorrow the Muslims would still be killing the minority groups.	
neutral,@Usama_Backhair @SydneyAtheist @BrahuHarmony @PeterAstrovik invitation and so did the majority. Islam is by the heart. May Allah guide u	
neutral,@Rosie dinner at Hulk Hogan's place with @realDonaldTrump Saturday night. Hulk's cooking spaghetti. You in?	
positive,So the #usa is awesome because all #Republicans are having gay marriages tomorrow!  #freedomofspeech	
negative,And Pakistan calls itself the protector of Muslims when on the contrary it's deeds are grossly UnIslamic https://t.co/xwjMonGhSE	
neutral,@GovMikeHuckabee and yet no word on this case? So only freedom of Christians that think exactly like you? http://t.co/Jw3l7TnUPQ	
negative,@jstines3 @KarrattiPaul @realDonaldTrump Gay marriage is wrong yes but the only way to a Supreme Court dec is and amendment? No other way	
positive,Sunday night can't come soon enough I'm excited already I hope our new players understand the importance of the milan derby @Inter_en #FCIM	
neutral,#MLBFantasy Carlos Rodon limited the Indians to one run over seven innings Tuesday and the White Sox held on to beat the Indians 7-4.	
negative,Shit! Tasha may think Ghost kill Shawn because he tell her that when Shawn try kill him he tell him get out of town..	
positive,U2 tickets for @SSEBelfastArena on sale on Monday. Will be a tough ticket &amp; will be concert of the year. http://t.co/mYY8XJO8kD #u2Belfast	
neutral,Hatha yoga student would do well to learn about the play of opposites represented by the sun and moon. Start... http://t.co/1kdLatv0zD	Wed Sep 09 00:20:13 +0000 2015
